#No	 Out	 A	 B	 C	 N0	 N1	 N2
-1	 -70	 -100	 -100	 -100	 -70	 -70	 -70
0	-59.2776	0	-100	-100	-58.5982	-59.1309	-58.3603	
1	-58.1557	0	-100	-100	-36.9717	-59.1497	-60.5518	
2	-61.0065	0	-100	-100	0	-62.4731	-61.7696	
3	-67.6671	0	-100	-100	-58	-64.9198	-63.5285	
4	-71.1902	0	-100	-100	0	-66.5466	-64.5482	
5	-69.3884	0	-100	-100	-58	-70.8703	-66.596	
6	-66.7032	-100	-100	-100	0	-66.2832	-69.1083	
7	-71.4029	-100	-100	-100	-58	-68.9871	-71.4098	
8	-68.4143	-100	-100	-100	0	-66.3831	-74.0951	
9	-69.2623	-100	-100	-100	-58	-71.3989	-72.0006	
10	-68.3159	-100	-100	-100	-3.22638	-70.2276	-74.2397	
11	-69.5832	-100	-100	-100	0	-70.703	-74.1499	
12	-68.4923	-100	-100	-100	-58	-71.9752	-77.0343	
13	-73.3704	-100	-100	-100	-18.424	-71.7535	-73.764	
14	-68.3652	-100	-100	-100	0	-72.0811	-73.1145	
15	-69.3447	-100	-100	-100	-58	-70.1942	-75.7345	
16	-69.378	-100	-100	-100	-27.6044	-69.046	-71.881	
17	-71.6024	-100	-100	-100	0	-68.0129	-74.9825	
18	-67.145	-100	-100	-100	-58	-74.4058	-76.9676	
19	-69.3951	-100	-100	-100	-35.1712	-69.5784	-78.0389	
20	-68.0953	-100	-100	-100	0	-73.0739	-77.0119	
21	-69.2533	-100	-100	-100	-58	-69.4527	-82.4625	
22	-67.1989	-100	-100	-100	-38.8882	-73.7822	-79.8235	
23	-72.097	-100	-100	-100	-3.05008	-71.4929	-79.3219	
24	-69.9842	-100	-100	-100	0	-73.7469	-80.4511	
25	-69.1419	-100	-100	-100	-58	-71.7409	-80.1475	
26	-68.3829	-100	-100	-100	-41.0845	-72.3269	-75.4192	
27	-71.5262	-100	-100	-100	-20.5909	-72.6786	-77.0204	
28	-69.9836	-100	-100	-100	0	-73.8679	-77.2645	
29	-72.8697	-100	-100	-100	-58	-72.172	-77.0028	
30	-71.0154	-100	0	-100	-41.0129	-69.7645	-72.8199	
31	-69.8922	-100	0	-100	-32.666	-66.7015	-70.4274	
32	-71.8027	-100	0	-100	0	-62.551	-70.193	
33	-70.6338	-100	0	-100	-58	-67.0194	-73.4668	
34	-70.8224	-100	0	-100	-50.6496	-63.1641	-72.8742	
35	-72.9068	-100	0	-100	-63.5898	-59.7969	-73.9943	
36	-74.1479	-100	-100	-100	-59.1651	-56.11	-74.3864	
37	-72.5149	-100	-100	-100	-58.0092	-54.3125	-77.3685	
38	-71.0811	-100	-100	-100	-62.4012	-53.7834	-77.1214	
39	-69.4196	-100	-100	-100	-62.4583	-50.5357	-76.5331	
40	-71.4722	-100	-100	-100	-64.1282	-55.3917	-78.5225	
41	-71.7178	-100	-100	-100	-66.5045	-53.6743	-80.1314	
42	-72.8925	-100	-100	-100	-63.1495	-53.6339	-77.4596	
43	-72.7334	-100	-100	-100	-62.148	-53.6929	-80.5699	
44	-70.6548	-100	-100	-100	-61.7669	-53.1329	-79.6146	
45	-70.8573	-100	-100	-100	-58.08	-53.1383	-76.216	
46	-69.7415	-100	-100	-100	-55.1833	-51.7419	-74.0448	
47	-70.5427	-100	-100	-100	-56.3897	-53.0489	-74.8101	
48	-72.4685	-100	-100	-100	-59.0286	-57.091	-77.0251	
49	-72.1549	-100	-100	-100	-59.1015	-58.4968	-76.1871	
50	-69.8593	-100	-100	-100	-59.5118	-57.1535	-75.6191	
51	-67.5518	-100	-100	-100	-61.8583	-55.9541	-73.2313	
52	-66.7092	-100	-100	-100	-60.7073	-57.3988	-71.146	
53	-64.0896	-100	-100	-100	-62.5994	-60.4127	-70.4582	
54	-65.8165	-100	-100	-100	-60.4576	-61.1805	-71.2131	
55	-63.9859	-100	-100	-100	-60.6752	-64.6364	-74.0254	
56	-66.5278	-100	-100	-100	-63.4998	-65.2721	-78.8986	
57	-68.6253	-100	-100	-100	-64.9527	-67.9417	-79.2604	
58	-69.5765	-100	-100	-100	-64.6745	-69.1932	-77.2023	
59	-66.6711	-100	-100	-100	-65.6204	-69.975	-73.2208	
60	-64.6907	0	-100	-100	-68.5358	-72.1612	-75.3911	
61	-60.8015	0	-100	-100	-42.0097	-76.2674	-72.7393	
62	-63.4048	0	-100	-100	-15.6805	-77.56	-75.8639	
63	-62.6051	0	-100	-100	0	-73.4087	-74.8146	
64	-67.9599	0	-100	-100	-58	-71.0832	-75.7543	
65	-70.7404	0	-100	-100	0	-72.9836	-77.8804	
66	-71.1964	-100	-100	-100	-58	-70.5327	-78.0873	
67	-71.7674	-100	-100	-100	0	-70.5459	-78.515	
68	-64.6639	-100	-100	-100	-58	-70.3317	-75.153	
69	-70.4285	-100	-100	-100	0	-71.4945	-76.9085	
70	-69.8429	-100	-100	-100	-58	-72.2362	-78.2175	
71	-68.5597	-100	-100	-100	-9.24502	-72.2141	-75.2475	
72	-69.0479	-100	-100	-100	0	-70.4167	-71.3817	
