#No	 Out	 A	 B	 C	 N0	 N1	 N2
-1	 -70	 -100	 -100	 -100	 -70	 -70	 -70
0	-70	0	-100	-100	-70	-70	-70	
1	-70	0	-100	-100	-45.5	-70	-70	
2	-70	0	-100	-100	-17.1112	-70	-70	
3	-70	0	-100	-100	0	-70	-70	
4	-70	0	-100	-100	-58	-52.85	-70	
5	-70	0	-100	-100	0	-43.3248	-70	
6	-70	-100	-100	-100	-58	-24.4413	-70	
7	-70	-100	-100	-100	0	0	-70	
8	-70	-100	-100	-100	-58	-58	-70	
9	-70	-100	-100	-100	-6.07499	-35.3274	-70	
10	-70	-100	-100	-100	0	0	-70	
11	-70	-100	-100	-100	-58	-58	-70	
12	-70	-100	-100	-100	-17.5349	-35.3433	-70	
13	-70	-100	-100	-100	0	0	-70	
14	-70	-100	-100	-100	-58	-58	-70	
15	-69.9999	-100	-100	-100	-23.4083	-35.3571	-70	
16	-69.9999	-100	-100	-100	0	0	-70	
17	-69.9999	-100	-100	-100	-58	-58	-70	
18	-69.9999	-100	-100	-100	-26.421	-35.3695	-70	
19	-69.9999	-100	-100	-100	0	0	-70	
20	-69.9999	-100	-100	-100	-58	-58	-70	
21	-69.9999	-100	-100	-100	-27.9687	-35.3808	-70	
22	-69.9999	-100	-100	-100	0	0	-70	
23	-69.9999	-100	-100	-100	-58	-58	-70	
24	-69.9999	-100	-100	-100	-28.766	-35.3913	-70	
25	-69.9999	-100	-100	-100	0	0	-70	
26	-69.9999	-100	-100	-100	-58	-58	-70	
27	-69.9999	-100	-100	-100	-29.1787	-35.401	-70	
28	-69.9999	-100	-100	-100	0	0	-70	
29	-69.9999	-100	-100	-100	-58	-58	-70	
30	-69.9999	0	-100	-100	-29.3942	-35.41	-70	
31	-69.9999	0	-100	-100	0	0	-70	
32	-69.9999	0	-100	-100	-58	-58	-70	
33	-69.9999	0	-100	-100	0	-35.4184	-70	
34	-69.9999	0	-100	-100	-58	0	-70	
35	-69.9999	0	-100	-100	0	-58	-70	
36	-69.9999	-100	-100	-100	-58	-23.4898	-70	
37	-69.9999	-100	-100	-100	0	0	-70	
38	-69.9999	-100	-100	-100	-58	-58	-70	
39	-69.9999	-100	-100	-100	0	-29.3261	-70	
40	-69.9999	-100	-100	-100	-58	0	-70	
41	-69.9999	-100	-100	-100	-15.5401	-58	-70	
42	-69.9999	-100	-100	-100	0	-34.5907	-70	
43	-69.9999	-100	-100	-100	-58	0	-70	
44	-69.9999	-100	-100	-100	-27.5381	-58	-70	
45	-69.9999	-100	-100	-100	0	-37.2881	-70	
46	-69.9999	-100	-100	-100	-58	0	-70	
47	-69.9999	-100	-100	-100	-33.6825	-58	-70	
48	-69.9999	-100	-100	-100	0	-38.6709	-70	
49	-69.9999	-100	-100	-100	-58	0	-70	
50	-69.9999	-100	-100	-100	-36.8299	-58	-70	
51	-69.9999	-100	-100	-100	0	-39.3805	-70	
52	-69.9999	-100	-100	-100	-58	-0.665721	-70	
53	-69.9999	-100	-100	-100	-38.4427	0	-70	
54	-69.9999	-100	-100	-100	0	-58	-70	
55	-69.9999	-100	-100	-100	-58	-29.3561	-70	
56	-69.9999	-100	-100	-100	-36.996	0	-70	
57	-69.9999	-100	-100	-100	0	-58	-70	
58	-69.9999	-100	-100	-100	-58	-29.5096	-70	
59	-69.9999	-100	-100	-100	-36.2572	0	-70	
60	-69.9999	0	-100	-100	0	-58	-70	
61	-69.9999	0	-100	-100	-58	-29.5906	-70	
62	-69.9999	0	-100	-100	0	0	-70	
63	-69.9999	0	-100	-100	-58	-58	-70	
64	-69.9999	0	-100	-100	0	-32.4762	-70	
65	-69.9999	0	-100	-100	-58	0	-70	
66	-69.9999	-100	-100	-100	0	-58	-70	
67	-69.9999	-100	-100	-100	-58	-22.0183	-70	
68	-69.9999	-100	-100	-100	0	0	-70	
69	-69.9999	-100	-100	-100	-58	-58	-70	
70	-69.9999	-100	-100	-100	0	-28.6053	-70	
71	-69.9999	-100	-100	-100	-58	0	-70	
72	-69.9999	-100	-100	-100	-20.542	-58	-70	
73	-69.9999	-100	-100	-100	0	-34.2521	-70	
74	-69.9999	-100	-100	-100	-58	0	-70	
75	-69.9999	-100	-100	-100	-30.1111	-58	-70	
76	-69.9999	-100	-100	-100	0	-37.1431	-70	
77	-69.9999	-100	-100	-100	-58	0	-70	
78	-69.9999	-100	-100	-100	-35.0111	-58	-70	
79	-69.9999	-100	-100	-100	0	-38.6232	-70	
80	-69.9999	-100	-100	-100	-58	0	-70	
81	-69.9999	-100	-100	-100	-37.5206	-58	-70	
82	-69.9999	-100	-100	-100	0	-39.3809	-70	
83	-69.9999	-100	-100	-100	-58	-0.693403	-70	
84	-69.9999	-100	-100	-100	-38.8061	0	-70	
85	-69.9999	-100	-100	-100	-2.89743	-58	-70	
86	-69.9999	-100	-100	-100	0	-43.5933	-70	
87	-69.9999	-100	-100	-100	-58	-22.8374	-70	
88	-69.9999	-100	-100	-100	-41.527	0	-70	
89	-69.9999	-100	-100	-100	-26.3418	-58	-70	
90	-69.9999	-100	-10	-100	0	-45.3179	-70	
91	-69.9999	-100	-10	-100	-58	-26.1931	-68.285	
92	-69.9999	-100	-10	-100	-51.7135	0	-65.7822	
93	-69.9999	-100	-10	-100	-60.0022	-58	-62.893	
94	-69.9999	-100	-10	-100	-47.7004	-46.0255	-59.8228	
95	-69.9999	-100	-10	-100	-64.0323	-38.5963	-56.6928	
96	-69.9999	-100	-100	-100	-56.4322	-5.00328	-53.5816	
97	-69.9999	-100	-100	-100	-61.8934	0	-51.8493	
98	-69.9999	-100	-100	-100	-59.8033	-58	-50.9076	
99	-69.9999	-100	-100	-100	-45.6488	-54.6515	-50.4521	
100	-69.9999	-100	-100	-100	-47.6199	-52.4916	-50.3183	
101	-69.9999	-100	-100	-100	-48.2731	-51.1505	-50.4115	
102	-69.9999	-100	-100	-100	-48.659	-50.3827	-50.6724	
103	-69.9999	-100	-100	-100	-49.0138	-50.0271	-51.0603	
104	-69.9999	-100	-100	-100	-49.389	-49.9789	-51.5441	
105	-69.9999	-100	-100	-100	-49.7997	-50.1677	-52.0993	
106	-69.9999	-100	-100	-100	-50.2503	-50.5416	-52.706	
107	-69.9999	-100	-100	-100	-50.7413	-51.0591	-53.3478	
108	-69.9999	-100	-100	-100	-51.2706	-51.6845	-54.0117	
109	-69.9999	-100	-100	-100	-51.835	-52.3873	-54.6873	
110	-69.9999	-100	-100	-100	-52.4302	-53.1421	-55.3662	
111	-69.9999	-100	-100	-100	-53.0515	-53.9282	-56.0419	
112	-69.9999	-100	-100	-100	-53.6936	-54.7296	-56.7094	
